,"AAEC","3910","INTERNSHIPS",,"36168","STEGELIN",,35,15,,,
,"FANR","7300","MASTER'S THESIS",,"53191","YABSLEY",,100,1,,,
,"FANR","7300","MASTER'S THESIS",,"53207","HARDING",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"53210","DAHLEN",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"53224","NAIRN",,100,1,,,
,"FANR","7300","MASTER'S THESIS",,"63183","SIRY",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"63197","BORDERS",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"63202","MILLER, K.",,100,2,,,
,"FANR","7300","MASTER'S THESIS",,"73175","CONROY",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"73189","GROSSMAN",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"73192","WINN",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"73208","MEI",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"73211","CARROLL",,100,1,,,
,"FANR","7300","MASTER'S THESIS",,"73225","WILDE",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"83198","CASTLEBERRY",,100,2,,,
,"FANR","7300","MASTER'S THESIS",,"83203","JENNINGS",,100,2,,,
,"FANR","7300","MASTER'S THESIS",,"83217","BETTINGER",,100,1,,,
,"FANR","7300","MASTER'S THESIS",,"83220","IRWIN, B.",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"93176","CIESZEWSKI",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"93193","BRINGOLF",,100,2,,,
,"FANR","7300","MASTER'S THESIS",,"93209","HEPINSTALL",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"93212","JACKSON, R.",,100,0,,,
,"FANR","7300","MASTER'S THESIS",,"93226","MENGAK",,100,0,,,
,"FANR","8111L","ICON INTERN",,"97891","BROSIUS",,0,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03230","CONROY",,100,4,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03235","CASTLEBERRY",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03244","DEAN",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03249","PETERSON, J.",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03252","KANE",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03258","WARREN",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03261","KING",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03266","JENNINGS",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03275","TESKEY",,100,5,,,
,"FANR","9000","DOCTORAL RESEARCH",,"03283","Staff",,5,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"13236","CHAMBERLAIN",,100,3,,,
,"FANR","9000","DOCTORAL RESEARCH",,"13253","MERKLE",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"13267","MOORE, C.",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"13270","BRINGOLF",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"23231","SIRY",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"23245","JACKSON, BEN",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"23259","GROSSMAN",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"23262","MORRIS",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"23276","HEPINSTALL",,100,3,,,
,"FANR","9000","DOCTORAL RESEARCH",,"33237","HERNANDEZ",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"33240","WILDE",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"33254","MILLER",,100,5,,,
,"FANR","9000","DOCTORAL RESEARCH",,"33268","NAIRN",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"33271","YABSLEY",,100,3,,,
,"FANR","9000","DOCTORAL RESEARCH",,"43232","MENGAK",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"43246","DAHLEN",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"43263","MARKEWITZ",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"43277","HARDING",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"43280","TARRANT",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"53238","JACKSON, R.",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"53241","BECK",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"53255","TSAI",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"53269","RASMUSSEN",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"53272","BETTINGER",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63233","MAERZ",,100,3,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63247","BORDERS",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63250","CLUTTER",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63264","MEI",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63278","MEYERS",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"63281","GREENE",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"73239","NIBBELINK",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"73242","GANDHI",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"73256","IRWIN, B.",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"73273","COVERT",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83234","CARROLL",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83248","MOORE, R.",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83251","WINN",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83265","DANIELS",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83279","PETERSON, D.",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"83282","GREEN",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"93243","POUDYAL",,100,1,,,
,"FANR","9000","DOCTORAL RESEARCH",,"93257","COOPER",,100,2,,,
,"FANR","9000","DOCTORAL RESEARCH",,"93260","CIESZEWSKI",,100,0,,,
,"FANR","9000","DOCTORAL RESEARCH",,"93274","SCHIMLECK",,100,0,,,
,"FANR","9200","APPLIED RESEARCH",,"13284","Staff",,50,0,,,
,"FANR","9200","APPLIED RESEARCH",,"36333","CHAMBERLAIN",,50,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03289","JENNINGS",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03292","BETTINGER",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03297","MORRIS",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03302","BORDERS",,100,2,,,
,"FANR","9300","DOCT DISSERTATION",,"03308","DEAN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03311","MEYERS",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"03316","TSAI",,100,2,,,
,"FANR","9300","DOCT DISSERTATION",,"03325","NIBBELINK",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"03333","IRWIN, B.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13298","TARRANT",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13303","MERKLE",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13317","JACKSON, BEN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13320","CASTLEBERRY",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13334","JACKSON, R.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"13348","Staff",,5,0,,,
,"FANR","9300","DOCT DISSERTATION",,"23293","HEPINSTALL",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"23309","GANDHI",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"23312","BECK",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"23326","POUDYAL",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"33285","MOORE, C.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"33299","CHAMBERLAIN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"33304","SCHIMLECK",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"33318","GROSSMAN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"33321","DAHLEN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"33335","BRINGOLF",,100,3,,,
,"FANR","9300","DOCT DISSERTATION",,"43294","DANIELS",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"43313","NAIRN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"43327","KING",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"43330","PETERSON, J.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"53286","MILLER",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"53305","COOPER",,100,2,,,
,"FANR","9300","DOCT DISSERTATION",,"53319","TESKEY",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"53322","CLUTTER",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"53336","HERNANDEZ",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"63295","WINN",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"63300","GREENE",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"63314","PETERSON, D.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"63328","CIESZEWSKI",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"63331","MAERZ",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"73287","RASMUSSEN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"73290","MEI",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"73306","SIRY",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"73323","KANE",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"73337","GREEN",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"83296","YABSLEY",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"83301","MOORE, R.",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"83315","CARROLL",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"83329","WARREN",,100,1,,,
,"FANR","9300","DOCT DISSERTATION",,"83332","WILDE",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"93288","MARKEWITZ",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"93291","MENGAK",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"93307","COVERT",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"93310","CONROY",,100,0,,,
,"FANR","9300","DOCT DISSERTATION",,"93324","HARDING",,100,0,,,
,"FANR","9990","TEACHING PRACTICUM",,"33349","Staff",,50,0,,,
,"FDNS","2000E","INTRO FAM CON SCI",,"02263","PHILLIPS",,5,2,,,
,"FDNS","2100","HUMAN NUTR & FOOD",,"52266","PARK",,136,44,,,
,"FDNS","4050","NUTR LIFE SPAN",,"72267","ANDERSON",,20,16,,,
,"FDNS","4050E","NUTR LIFE SPAN",,"62678","GROSSMAN",,20,31,,,
,"FDNS","5800","DIETETICS PRACTICUM",,"02269","GROSSMAN",,20,13,,,
,"FDNS","5930","CONS FOODS INTERN",,"72270","SWANSON",,10,4,,,
,"FDNS","6050","NUTR LIFE SPAN",,"92268","ANDERSON",,0,1,,,
,"FDNS","6050E","NUTR LIFE SPAN",,"82679","GROSSMAN",,0,12,,,
,"FDNS","7000","MASTER'S RESEARCH",,"16380","ANDRESS",,5,1,,,
,"FDNS","7000","MASTER'S RESEARCH",,"26842","ANDERSON",,5,1,,,
,"FDNS","7000","MASTER'S RESEARCH",,"56270","FISCHER",,5,1,,,
,"FDNS","7000","MASTER'S RESEARCH",,"76271","LEWIS",,5,2,,,
,"FDNS","7000","MASTER'S RESEARCH",,"76349","LEE",,5,2,,,
,"FDNS","7000","MASTER'S RESEARCH",,"77386","HAUSMAN",,5,1,,,
,"FDNS","7000","MASTER'S RESEARCH",,"86344","JOHNSON",,5,4,,,
,"FDNS","7000","MASTER'S RESEARCH",,"87140","SWANSON",,5,2,,,
,"FDNS","7000","MASTER'S RESEARCH",,"98071","BAILE",,5,1,,,
,"FDNS","7000","MASTER'S RESEARCH",,"98331","GIRAUDO",,5,1,,,
,"FDNS","7300","MASTER'S THESIS",,"45787","LEWIS",,5,1,,,
,"FDNS","7300","MASTER'S THESIS",,"98295","JOHNSON",,5,1,,,
,"FDNS","7910","FD NUTR INTERNSHIP",,"92271","GROSSMAN",,20,12,,,
,"FDNS","9000","DOCTORAL RESEARCH",,"05731","FISCHER",,5,1,,,
,"FDNS","9000","DOCTORAL RESEARCH",,"05933","LEWIS",,5,2,,,
,"FDNS","9000","DOCTORAL RESEARCH",,"78330","LEE",,5,1,,,
,"FDNS","9000","DOCTORAL RESEARCH",,"86294","JOHNSON",,5,2,,,
,"FDNS","9000","DOCTORAL RESEARCH",,"95932","MULLIS",,5,1,,,
,"FDNS","9010","DIRECTED FDN RES",,"07908","BAILE",,5,1,,,
,"FDNS","9300","DOCT DISSERTATION",,"46275","LEE",,5,1,,,
,"FDST","3910","FS INTERNSHIP",,"63605","HUANG",,19,1,,,
,"FDST","4800","SPEC PROB IN FS",,"07527","WICKER",,10,2,,,
,"FDST","4800","SPEC PROB IN FS",,"07620","PEGG",,10,1,,,
,"FDST","4800","SPEC PROB IN FS",,"87526","HUANG",,10,1,,,
,"FDST","4960H","DIRECT READ OR PROJ",,"03607","Staff",,20,0,,,
,"FDST","4960H","DIRECT READ OR PROJ",,"83606","Staff",,20,0,,,
,"FDST","4970H","DIRECT READ OR PROJ",,"13608","Staff",,20,0,,,
,"FDST","4990H","HONORS THESIS",,"33609","Staff",,20,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"03610","KERR",,5,2,,,
,"FDST","7000","MASTER'S RESEARCH",,"03616","HUANG",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"13611","HARRISON",,10,5,,,
,"FDST","7000","MASTER'S RESEARCH",,"23617","FRANK",,5,1,,,
,"FDST","7000","MASTER'S RESEARCH",,"23648","KONG",,10,3,,,
,"FDST","7000","MASTER'S RESEARCH",,"33612","WICKER",,5,2,,,
,"FDST","7000","MASTER'S RESEARCH",,"43618","MANI",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"43649","MOHAN",,5,5,,,
,"FDST","7000","MASTER'S RESEARCH",,"53613","AKOH",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"73614","SINGH",,5,1,,,
,"FDST","7000","MASTER'S RESEARCH",,"93615","PEGG",,5,4,,,
,"FDST","7300","MASTER'S THESIS",,"03624","SINGH",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"03650","MOHAN",,5,2,,,
,"FDST","7300","MASTER'S THESIS",,"13625","HARRISON",,10,4,,,
,"FDST","7300","MASTER'S THESIS",,"23620","FRANK",,5,1,,,
,"FDST","7300","MASTER'S THESIS",,"23651","KONG",,5,2,,,
,"FDST","7300","MASTER'S THESIS",,"33626","AKOH",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"43621","MANI",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"53627","KERR",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"63619","WICKER",,5,1,,,
,"FDST","7300","MASTER'S THESIS",,"63622","PEGG",,5,1,,,
,"FDST","7300","MASTER'S THESIS",,"83623","HUANG",,5,1,,,
,"FDST","8080","FOOD TEXTURE",,"73628","KERR",,30,12,,,
,"FDST","8080L","FOOD TEXTURE LAB",,"93629","KERR",,30,12,,,
,"FDST","8140","FUNCT FDS & NUTRA",,"10935","PEGG",,30,9,,,
,"FDST","8500","FOOD SCI SEMINAR",,"53630","AKOH",,20,0,,,
,"FDST","8800","SPEC PROB IN FD SCI",,"07270","BRODY",,15,1,,,
,"FDST","8910","FD SCI INTERNSHIP",,"73631","HUANG",,20,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"03638","KERR",,5,1,,,
,"FDST","9000","DOCTORAL RESEARCH",,"13639","SINGH",,5,1,,,
,"FDST","9000","DOCTORAL RESEARCH",,"17271","FRANK",,5,3,,,
,"FDST","9000","DOCTORAL RESEARCH",,"23634","HUANG",,5,2,,,
,"FDST","9000","DOCTORAL RESEARCH",,"43635","AKOH",,5,5,,,
,"FDST","9000","DOCTORAL RESEARCH",,"43652","KONG",,5,1,,,
,"FDST","9000","DOCTORAL RESEARCH",,"63636","WICKER",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"63653","MOHAN",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"83637","PEGG",,5,2,,,
,"FDST","9000","DOCTORAL RESEARCH",,"93632","HARRISON",,10,0,,,
,"FDST","9300","DOCT DISSERTATION",,"03633","FRANK",,5,1,,,
,"FDST","9300","DOCT DISSERTATION",,"03641","HARRISON",,10,0,,,
,"FDST","9300","DOCT DISSERTATION",,"03647","WICKER",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"03655","KONG",,5,1,,,
,"FDST","9300","DOCT DISSERTATION",,"13642","KERR",,5,2,,,
,"FDST","9300","DOCT DISSERTATION",,"33643","HUANG",,5,2,,,
,"FDST","9300","DOCT DISSERTATION",,"53644","PEGG",,5,2,,,
,"FDST","9300","DOCT DISSERTATION",,"73645","AKOH",,5,1,,,
,"FDST","9300","DOCT DISSERTATION",,"83654","MOHAN",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"93646","SINGH",,5,1,,,
,"FILM","5481","TOPICS IN CINEMA",,"03946","WHITTAKER",,0,6,,,
,"FILM","7481","TOPICS IN CINEMA",,"13947","WHITTAKER",,0,0,,,
,"FINA","3000","FINANCIAL MGMT",,"32539","PARK",,60,56,,,
,"FINA","3000","FINANCIAL MGMT",,"81211","POPE",,55,58,,,
,"FINA","3000E","FINANCIAL MGMT",,"35103","POPE",,31,31,,,
,"FINA","3001","FINANCIAL MGMT",,"11213","POPE",,10,10,,,
,"FINA","3001","FINANCIAL MGMT",,"12538","PARK",,5,2,,,
,"FINA","4200","CORP FIN THEORY",,"02540","WU",,50,35,,,
,"FINA","4201","FINA VALUE NONMAJ",,"56074","WU",,5,1,,,
,"FINA","4310","SURVEY OF INVESTMT",,"32542","EATON",,50,37,,,
,"FINA","4800","INTERN/COOP ED",,"91217","POPE",,40,37,,,
,"FINA","4920","COMPUTERS IN FINA",,"12541","YANG",,40,24,,,
,"FINA","5990","DIRECTED STUDY",,"01218","POPE",,10,0,,,
,"FINA","9000","DOCTORAL RESEARCH",,"21219","POULSEN",,10,4,,,
,"FINA","9300","DOCT DISSERTATION",,"91220","POULSEN",,5,2,,,
,"FISH","7980","FISHERIES PROBLEMS",,"33352","Staff",,50,0,,,
,"FISH","7980","FISHERIES PROBLEMS",,"73354","Staff",,50,0,,,
,"FISH","8980","FISHERIES PROBLEMS",,"53353","Staff",,50,0,,,
,"FISH","8980","FISHERIES PROBLEMS",,"93355","Staff",,50,0,,,
,"FORS","7980","FORESTRY PROBLEMS",,"18016","CLUTTER",,20,2,,,
,"FORS","7980","FORESTRY PROBLEMS",,"73368","Staff",,5,0,,,
,"FORS","7980","FORESTRY PROBLEMS",,"93369","Staff",,20,0,,,
,"FORS","8980","FORESTRY PROBLEMS",,"53370","Staff",,5,0,,,
,"FORS","8980","FORESTRY PROBLEMS",,"73371","Staff",,10,0,,,
,"FREN","2001","INTERMEDIATE FRENCH",,"32864","HOWE",,28,15,,,
,"FREN","2500","FRENCH READING KNOW",,"52820","ASSAF",,25,10,,,
,"FREN","4120","TOPICS CUL LANG LIT",,"02831","RASER",,25,6,,,
,"FREN","6120","TOPICS CUL LANG LIT",,"45711","RASER",,0,0,,,
,"GENE","3200","GENETICS",,"42498","Multiple",,40,23,,,
,"GENE","3200","GENETICS",,"62499","Multiple",,40,38,,,
,"GENE","3200","GENETICS",,"92500","Multiple",,40,27,,,
,"GENE","4960","DIRECTED READING",,"05700","DAVIS",,5,0,,,
,"GENE","4960","DIRECTED READING",,"48348","MAURICIO",,5,1,,,
,"GENE","4960","DIRECTED READING",,"68318","HALL",,5,1,,,
,"GENE","4960","DIRECTED READING",,"77260","MOORE",,5,1,,,
,"GENE","4960H","HONORS READINGS GN",,"16816","MOORE",,1,1,,,
,"GENE","4960H","HONORS READINGS GN",,"28574","CAI",,1,1,,,
,"GENE","4960H","HONORS READINGS GN",,"48043","DAVIS",,1,1,,,
,"GENE","4960H","HONORS READINGS GN",,"48561","ARNOLD",,1,1,,,
,"GENE","4960H","HONORS READINGS GN",,"96305","NELSON",,5,1,,,
,"GENE","4970H","HONORS READINGS GN",,"07469","MANLEY",,1,1,,,
,"GENE","4970H","HONORS READINGS GN",,"27506","HALL",,1,1,,,
,"GENE","4970H","HONORS READINGS GN",,"37305","MOORE",,2,2,,,
,"GENE","4970H","HONORS READINGS GN",,"97051","SWEIGART",,1,1,,,
,"GENE","7000","MASTER'S RESEARCH",,"86070","Multiple",,2,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"04541","WARES",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"04627","KIPREOS",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"04630","CONDIE",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"04636","LUKOWITZ",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"07849","BENNETZEN",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"08329","NELSON",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"08637","MOORE",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"14628","MCEACHERN",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"14631","LAUDERDALE",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"24623","HALL",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"24637","SWEIGART",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"27974","NEIDLE",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"34629","ARNOLD, M",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"34632","DAWE",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"44624","MAURICIO",,10,5,,,
,"GENE","9000","DOCTORAL RESEARCH",,"54535","KARLS",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"54633","KISSINGER",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"54650","PROMISLOW",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"64625","CHANG",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"74634","MENKE",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"76948","EGGENSCHWILE",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"77596","BURKE",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"84626","KUSHNER",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"88353","ROSS",,10,1,,,
,"GENE","9000","DOCTORAL RESEARCH",,"94537","MANLEY",,10,2,,,
,"GENE","9000","DOCTORAL RESEARCH",,"94635","DYER",,10,4,,,
,"GENE","9000","DOCTORAL RESEARCH",,"98328","WESTPHELING",,10,1,,,
,"GENE","9300","DOCT DISSERTATION",,"18341","KIPREOS",,5,1,,,
,"GENE","9300","DOCT DISSERTATION",,"88336","ROSS",,5,1,,,
,"GEOG","1101","HUMAN GEOGRAPHY",,"13804","KURTZ",,87,38,,,
,"GEOG","1101","HUMAN GEOGRAPHY",,"53806","TRAUGER",,87,36,,,
,"GEOG","1103","CULTUR GEOG U S",,"73807","STEACY",,87,41,,,
,"GEOG","1111","INTRO PHYS GEOG",,"93808","PORINCHU",,87,30,,,
,"GEOG","1111L","INTRO PHY GEOG LAB",,"03809","AKERS",,30,10,,,
,"GEOG","1112","INTRO WEATH & CLIM",,"73810","GRUNDSTEIN",,87,16,,,
,"GEOG","1112L","INTRO WEA & CLI LAB",,"93811","BLACK",,30,5,,,
,"GEOG","1113","INTRO LANDFORMS",,"83816","HOPKINS",,87,42,,,
,"GEOG","1113L","INTRO LANDFMS LAB",,"13818","WANG",,30,10,,,
,"GEOG","1125","RESOURCES & ENVIRON",,"43828","HOPKINS",,87,28,,,
,"GEOG","3630E","INTRO URBAN GEOG",,"45708","HOLLOWAY",,30,14,,,
,"GEOG","3990","INTERNSHIP IN GEOG",,"63832","BOX",,15,8,,,
,"GEOG","4370","GIS",,"03812","YAO",,20,15,,,
,"GEOG","4370","GIS",,"53918","MU",,19,14,,,
,"GEOG","4370L","GIS LAB",,"33822","YAO",,20,15,,,
,"GEOG","4370L","GIS LAB",,"53921","MU",,19,14,,,
,"GEOG","4720","LATIN AMERICA",,"73869","SARMIENTO",,30,6,,,
,"GEOG","4730","GEOG OF CHINA",,"82780","DANG",,30,7,,,
,"GEOG","4911","COLLAB RSCH ATM SCI",,"23861","KNOX",,15,13,,,
,"GEOG","4970H","DIRECT PROJ H",,"88076","MADDEN",,1,1,,,
,"GEOG","6370","GIS",,"43814","YAO",,0,7,,,
,"GEOG","6370","GIS",,"73919","MU",,0,7,,,
,"GEOG","6370L","GIS LAB",,"03826","YAO",,0,7,,,
,"GEOG","6370L","GIS LAB",,"73922","MU",,0,7,,,
,"GEOG","6720","LATIN AMERICA",,"33870","SARMIENTO",,0,3,,,
,"GEOG","6730","GEOG OF CHINA",,"02781","DANG",,0,2,,,
,"GEOG","6911","COLLAB RSCH ATM SCI",,"43862","KNOX",,0,2,,,
,"GEOG","6990","INTERNSHIP IN GIS",,"77176","BOX",,2,2,,,
,"GEOG","7000","MASTER'S RESEARCH",,"06328","MOTE",,3,3,,,
,"GEOG","7000","MASTER'S RESEARCH",,"28459","MOTE",,1,1,,,
,"GEOG","7000","MASTER'S RESEARCH",,"56723","HEROD",,1,0,,,
,"GEOG","7000","MASTER'S RESEARCH",,"75962","PORINCHU",,1,1,,,
,"GEOG","7000","MASTER'S RESEARCH",,"88319","YAO",,1,1,,,
,"GEOG","7005","GRAD STUDENT SEM",,"07780","HOLLOWAY",,1,2,,,
,"GEOG","7300","MASTER'S THESIS",,"06676","HOLLOWAY",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"07598","ROSS",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"07648","TRAUGER",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"07682","LEIGH",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"27635","HEROD",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"47491","SHEPHERD",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"57208","MOTE",,2,2,,,
,"GEOG","7300","MASTER'S THESIS",,"57824","SARMIENTO",,1,1,,,
,"GEOG","7300","MASTER'S THESIS",,"78201","MU",,1,0,,,
,"GEOG","7300","MASTER'S THESIS",,"86327","MOTE",,2,0,,,
,"GEOG","7300","MASTER'S THESIS",,"95963","PORINCHU",,1,1,,,
,"GEOG","8111L","ICON INTERN",,"77890","BROSIUS",,0,0,,,
,"GEOG","8690","DIR PROB HUMAN GEOG",,"36719","HOLLOWAY",,1,1,,,
,"GEOG","9000","DOCTORAL RESEARCH",,"07169","MADDEN",,5,5,,,
,"GEOG","9000","DOCTORAL RESEARCH",,"07388","MOTE",,1,1,,,
,"GEOG","9000","DOCTORAL RESEARCH",,"07902","TRAUGER",,2,2,,,
